Date;Tavg temperatur (oC);RH_avg kelembapan (%);ss lama penyinaran matahari (jam);ff_avg kecepatan angin (Knot);RR curah hujan (mm);Price
28/06/2020;28;70;9,7;1;0;12000
29/06/2020;28,6;74;9,6;2;0;12000
30/06/2020;28,5;70;8,2;2;0;12000
01/07/2020;28,7;71;9,1;2;0;12000
02/07/2020;29;71;9,5;2;0;12000
03/07/2020;28,3;71;9,3;2;0;12000
04/07/2020;27,9;70;9,8;2;0;12000
05/07/2020;27,8;73;9,8;2;0;12000
06/07/2020;27,2;81;5,8;2;0,2;12000
07/07/2020;28;75;2,5;2;0,6;12000
08/07/2020;28,4;74;8,5;1;0;12000
09/07/2020;28,2;73;8,6;1;0;12000
10/07/2020;28,6;69;9,8;2;0;12000
11/07/2020;28,5;68;9,2;2;0;12000
12/07/2020;29;72;9,2;1;0;12000
13/07/2020;29;74;7,8;2;0;12000
14/07/2020;28,7;73;9,4;3;0;12000
15/07/2020;27,1;84;6;2;10,04;11950
16/07/2020;28,7;76;2,5;2;13,9;11950
17/07/2020;29;74;8;3;0;11950
18/07/2020;28,8;66;10;1;0;11950
19/07/2020;29;69;9,9;1;0;11950
20/07/2020;29,3;69;9;3;0,46;11950
21/07/2020;29,3;75;7,2;3;0;11950
22/07/2020;29,3;71;9,1;2;0;11950
23/07/2020;28,7;70;10;2;0;11950
24/07/2020;27,8;71;9,7;1;0;11950
25/07/2020;26,9;66;9,2;2;0;11950
26/07/2020;26,9;66;9,1;2;0;11950
27/07/2020;26,9;70;9,8;2;0;11950
28/07/2020;28;68;10;2;0;11950
29/07/2020;27,4;68;9,8;2;0;11950
30/07/2020;26,6;63;8,6;2;0;11950
31/07/2020;27,5;70;9,8;1;0;11950
01/08/2020;27,9;70;9,7;2;0;11950
02/08/2020;27,6;70;9,6;2;0;11950
03/08/2020;27,3;72;9,5;2;0;11950
04/08/2020;28,4;70;8,5;1;0;11950
05/08/2020;28,5;72;3;2;12;11950
06/08/2020;28,2;72;8,1;2;1,6;11950
07/08/2020;28,1;68;8,5;2;0;11950
08/08/2020;28,2;72;6;2;0;11950
09/08/2020;29,2;72;9,4;2;0;11950
10/08/2020;28,8;77;9,5;2;2;11950
11/08/2020;28,8;76;8,2;2;0;11950
12/08/2020;28,3;78;3,8;2;19,4;11950
13/08/2020;29;75;8,5;2;0,3;11950
14/08/2020;28,5;76;8,5;1;0,1;11950
15/08/2020;29,4;75;5,5;2;0;11950
16/08/2020;29,4;71;8,4;2;0;11950
17/08/2020;28,6;69;9,7;2;0;11950
18/08/2020;28,8;68;9,8;2;0;11950
19/08/2020;29;66;9,4;2;0;11950
20/08/2020;28,9;68;9,5;3;0;11950
21/08/2020;29,2;72;8,3;4;0;11950
22/08/2020;29,6;62;10;3;0;11950
23/08/2020;28,7;71;9,7;3;0;11950
24/08/2020;28,5;68;9,8;3;0;11950
25/08/2020;28,6;67;9,5;2;0;11950
26/08/2020;28,2;70;9,6;2;0;11900
27/08/2020;27,6;66;9,2;2;0;11850
28/08/2020;28,3;73;9,7;2;0;11850
29/08/2020;29,3;68;4,8;2;0;11850
30/08/2020;28,9;62;9;3;0;11850
31/08/2020;28,5;64;9,4;2;0;11850
01/09/2020;29,8;66;9,4;2;0;11850
02/09/2020;29,8;67;9;2;0;11850
03/09/2020;30,5;68;4,5;3;0;11850
04/09/2020;30,5;66;8,7;3;0;11850
05/09/2020;30,1;64;9;2;0;11850
06/09/2020;30;65;8,8;2;0;11850
07/09/2020;30;64;8,8;2;0;11850
08/09/2020;30,3;63;8,9;3;0;11850
09/09/2020;29,9;66;8,9;2;0;11850
10/09/2020;29,8;64;6,8;2;0;11850
11/09/2020;30,1;62;7,8;2;0;11850
12/09/2020;30,1;62;8,8;2;0;11850
13/09/2020;30,2;62;8,8;2;0;11850
14/09/2020;29,7;61;8,4;2;0;11850
15/09/2020;29,8;61;8,7;2;0;11850
16/09/2020;29,5;61;8,7;2;0;11850
17/09/2020;30;64;8,7;2;0;11850
18/09/2020;29,9;71;8,7;4;0;11850
19/09/2020;30,5;66;6,5;4;0;11850
20/09/2020;29,8;71;7,4;2;0;11850
21/09/2020;30,5;67;5,5;2;0,54;11850
22/09/2020;30,4;69;8,8;2;0;11850
23/09/2020;31,1;65;7,5;2;0;11850
24/09/2020;30,9;64;8,8;2;0;11850
25/09/2020;31,1;61;9;2;0;11850
26/09/2020;30,5;66;8,8;2;0;11850
27/09/2020;31,2;60;5,7;2;0;11850
28/09/2020;31;61;9;2;0;11850
29/09/2020;30,7;61;9;2;0;11850
30/09/2020;30,7;63;9,1;3;0;11850
01/10/2020;31,7;64;6,3;3;0;11850
02/10/2020;30,7;66;9,2;2;0;11850
03/10/2020;31,4;61;9,2;2;0;11850
04/10/2020;30,7;66;8,9;2;0;11850
05/10/2020;30,8;62;9;2;0;11850
06/10/2020;31,2;61;7,4;2;0;11850
07/10/2020;29,7;64;9;2;0;11850
08/10/2020;30,2;65;8,8;2;0;11850
09/10/2020;29,7;68;7,5;2;0;11850
10/10/2020;28,7;77;3;2;0;11850
11/10/2020;30,5;70;3;3;13,4;11850
12/10/2020;31;68;9;3;0;11850
13/10/2020;30,2;67;8,3;3;0;11850
14/10/2020;30,9;65;9,2;2;0;11850
15/10/2020;31,5;61;8,9;1;0;11850
16/10/2020;31;65;9,3;3;0;11850
17/10/2020;30,1;66;8,1;2;0;11850
18/10/2020;29,3;69;2,8;1;0;11850
19/10/2020;27,8;78;1;1;21,62;11850
20/10/2020;28,6;79;0,5;2;5;11850
21/10/2020;30,4;72;5,2;1;0;11850
22/10/2020;29,2;73;4,4;1;0;11850
23/10/2020;30,5;72;8,8;1;2;11850
24/10/2020;30,6;71;7;1;1,6;11850
25/10/2020;30,7;71;9,7;2;11,6;11850
26/10/2020;29,6;76;7,7;1;21,4;11850
27/10/2020;29,2;75;7,6;1;1;11850
28/10/2020;30,2;70;4,4;2;2,2;11850
29/10/2020;30,3;68;8,7;2;0;11850
30/10/2020;27,68;84;6,4;1;0;11850
31/10/2020;27;82;3;1;10;11850
01/11/2020;27,8;82;1,8;1;34,8;11850
02/11/2020;28,3;81;4,7;1;2,5;11850
03/11/2020;28,7;78;0;1;6,3;11850
04/11/2020;29;79;4;1;3,74;11850
05/11/2020;30;75;3,4;2;0;11850
06/11/2020;30,4;70;5,1;2;0;11850
07/11/2020;30,7;68;8;2;0;11850
08/11/2020;30,5;69;9,5;1;0;11850
09/11/2020;30,6;66;7,5;2;0;11850
10/11/2020;31,4;65;9,6;2;0;11850
11/11/2020;30,5;69;9,7;4;0;11850
12/11/2020;31,1;72;4,2;2;0,28;11850
13/11/2020;31,7;73;7,5;1;0;11850
14/11/2020;31;69;7,2;2;0;11850
15/11/2020;29,2;81;8,7;2;11;11850
16/11/2020;30,8;70;8,4;2;6,8;11850
17/11/2020;31,6;66;9,6;2;0;11850
18/11/2020;32;64;9,3;2;0;11850
19/11/2020;31,5;71;9,7;2;0;11850
20/11/2020;30,6;70;7,9;1;1,54;11850
21/11/2020;30,6;74;1,7;1;3,6;11850
22/11/2020;29,2;78;7,9;0;0;11850
23/11/2020;28,5;81;4;1;17,5;11850
24/11/2020;27,7;83;3;1;4,3;11850
25/11/2020;29,4;76;2,9;1;0,5;11850
26/11/2020;28,6;81;5,6;1;0;11850
27/11/2020;29,1;78;1,1;0;0,3;11850
28/11/2020;28,4;81;0;1;3,4;11850
29/11/2020;27,7;84;0,2;1;1;11850
30/11/2020;27,2;85;2;0;15,3;11850
01/12/2020;29,1;76;0;1;0;11850
02/12/2020;28,5;82;6,1;1;5,2;11850
03/12/2020;28,6;82;1,3;2;1,32;11850
04/12/2020;29,4;76;4,4;1;0;11850
05/12/2020;28;83;3,2;1;32,13;11850
06/12/2020;27,5;88;4,1;0;47;11850
07/12/2020;26,3;89;2,2;1;26,3;11850
08/12/2020;27,9;83;0,8;1;6;11850
09/12/2020;26,6;91;1,8;0;10,5;11850
10/12/2020;27;88;0;1;21;11850
11/12/2020;27,1;88;3;1;16,9;11850
12/12/2020;26,9;88;0,5;0;8,9;11850
13/12/2020;27,5;84;0;1;45,7;11850
14/12/2020;27,1;86;1,2;0;11,9;11850
15/12/2020;27,5;84;0,1;0;6,4;11850
16/12/2020;27,3;85;0;0;10,62;11850
17/12/2020;27,8;82;2,6;1;7,4;11850
18/12/2020;27,9;80;2,8;0;20,1;11850
19/12/2020;28,5;75;5,4;1;5,9;11850
20/12/2020;29,1;73;4;1;1,5;11850
21/12/2020;29,1;71;5,9;1;0;11850
22/12/2020;29,5;72;0;1;5;11850
23/12/2020;30;72;6,3;1;20,4;11850
24/12/2020;28,8;77;8;1;0;11850
25/12/2020;28,4;80;5,6;1;0;11850
26/12/2020;28,9;80;3;1;8,12;11850
27/12/2020;29,7;75;2,7;1;0;11850
28/12/2020;28,5;82;4,8;1;44,5;11850
29/12/2020;28,3;84;3,8;1;32,13;11850
30/12/2020;26,5;89;2,3;1;25,3;11850
31/12/2020;27,7;83;0;1;35,2;11850
01/01/2021;28,6;80;2,5;1;33;11850
02/01/2021;27,7;84;1,2;0;0;11850
03/01/2021;27,7;84;2;0;12,9;11850
04/01/2021;28,1;80;3,5;1;17,9;11850
05/01/2021;27,3;87;2,5;1;2,8;11850
06/01/2021;28,3;82;2,2;1;5,2;11800
07/01/2021;26,8;87;5,4;1;3;11800
08/01/2021;28,1;81;2,2;2;32,13;11800
09/01/2021;28,7;79;3;1;3,76;11800
10/01/2021;27,4;88;5,1;1;6,5;11800
11/01/2021;28;84;1;0;5;11800
12/01/2021;28,2;84;1,7;1;1,6;11800
13/01/2021;27,5;87;0,8;1;8,34;11800
14/01/2021;28,5;78;2,3;1;23,6;11800
15/01/2021;28,1;78;3,7;1;8,4;11800
16/01/2021;28;79;0;0;0;11800
17/01/2021;28,2;78;0;2;0;11800
18/01/2021;26,9;85;1,2;1;0;11800
19/01/2021;26,8;84;4;0;3,5;11800
20/01/2021;27,3;84;0;1;0,1;11850
21/01/2021;28,2;82;3;2;6,7;11850
22/01/2021;27,3;86;3,9;1;11,8;11850
23/01/2021;27,9;83;5,5;1;35,5;11850
24/01/2021;27,2;86;1,1;1;30,5;11850
25/01/2021;26,4;85;3,5;1;22,5;11850
26/01/2021;27,5;81;1;1;0;11850
27/01/2021;27,5;80;5;0;32,13;11850
28/01/2021;27,5;80;4,7;2;1,5;11850
29/01/2021;27,7;81;2,3;1;17,1;11850
30/01/2021;26,6;86;2,9;1;10,1;11850
31/01/2021;27,4;85;0;1;10,66;11850
01/02/2021;27,7;83;4,8;2;22,6;11850
02/02/2021;28,7;79;4,7;1;6,4;11750
03/02/2021;27,8;83;6,2;1;1;11750
04/02/2021;27,1;85;2,8;1;13,8;11750
05/02/2021;26,5;88;3;1;35;11750
06/02/2021;27,4;86;3,2;2;13,5;11750
07/02/2021;27,9;82;2,2;1;12;11750
08/02/2021;26,9;88;6,5;1;21,22;11750
09/02/2021;27,9;83;2;1;44,7;11750
10/02/2021;27,2;88;3,2;1;6,1;11750
11/02/2021;28,6;81;3,1;1;42,6;11750
12/02/2021;28,3;83;6,3;0;10,74;11750
13/02/2021;28,3;81;6,3;2;20,5;11750
14/02/2021;28;82;7,4;1;11,1;11750
15/02/2021;27,9;83;5,8;2;44,9;11750
16/02/2021;29;78;6,3;1;21,16;11750
17/02/2021;28;80;8,4;2;32,13;11800
18/02/2021;28;77;6,9;2;0,8;11800
19/02/2021;28,3;78;9;2;0;11800
20/02/2021;27;84;5,2;0;0;11800
21/02/2021;27,6;84;0,3;1;24,8;11800
22/02/2021;27,7;84;8;2;6,5;11800
23/02/2021;28,1;80;1,5;2;0;11800
24/02/2021;27,5;86;2;2;38,8;11800
25/02/2021;26,4;92;1;1;24,7;11800
26/02/2021;27,9;85;0,2;1;16,4;11800
27/02/2021;27,3;86;7,7;1;28,2;11800
28/02/2021;26,8;85;4,5;1;32,13;11800
01/03/2021;27,7;84;2;1;10,5;11800
02/03/2021;27,4;87;5,6;1;32,13;11800
03/03/2021;27,4;85;3,7;1;32,3;11750
04/03/2021;27,3;86;4,7;1;20,28;11850
05/03/2021;27,8;81;3,8;1;24;11850
06/03/2021;27,2;87;5,3;1;36,1;11850
07/03/2021;27,5;84;0,4;1;31,5;11850
08/03/2021;27,6;83;4,7;1;3,3;11850
09/03/2021;27,8;79;4,7;0;18,86;11850
10/03/2021;28,2;76;2,3;1;0;11700
11/03/2021;27,7;79;3,2;1;0;11700
12/03/2021;26,8;82;3;1;0,6;11700
13/03/2021;26,9;85;6;1;27;11700
14/03/2021;28,1;81;6,7;1;17,5;11700
15/03/2021;28,1;80;4,3;2;0;11700
16/03/2021;27,8;83;7,5;1;5,4;11700
17/03/2021;27,9;83;1;1;2,5;11850
18/03/2021;29,3;78;3,3;1;0;11850
19/03/2021;28,7;78;6,4;1;32,13;11850
20/03/2021;29,1;77;8,7;1;13;11850
21/03/2021;29,2;80;8,3;1;0;11850
22/03/2021;29;76;7,5;1;28;11850
23/03/2021;28,9;78;6,9;1;3;11850
24/03/2021;28,5;82;5,6;1;32,13;11850
25/03/2021;29,2;80;5,5;1;11,24;11850
26/03/2021;28,2;83;5;1;0,3;11850
27/03/2021;28,7;84;1,6;1;0;11850
28/03/2021;28,9;79;4,8;1;0;11850
29/03/2021;29,1;80;7,2;1;4,42;11850
30/03/2021;27,9;86;2;0;0;11850
31/03/2021;28,7;80;0,5;2;4;11850
01/04/2021;28,9;83;8,6;1;7,4;11850
02/04/2021;29,2;77;6,3;1;5,84;11850
03/04/2021;30,2;74;4,7;0;0;11850
04/04/2021;29,1;78;8,2;1;0;11850
05/04/2021;29;78;6,4;1;22,2;11850
06/04/2021;27,3;85;7,3;1;23,4;11850
07/04/2021;27,5;87;1,4;0;5;11850
08/04/2021;28,5;83;2,1;1;33;11850
09/04/2021;29,2;80;4,3;2;5,6;11850
10/04/2021;29;81;7,2;1;10,18;11850
11/04/2021;28,8;75;1,8;1;1;11850
12/04/2021;29,4;78;7,5;1;8,64;11850
13/04/2021;29,3;78;6,7;1;5,58;11850
14/04/2021;28,3;82;3,3;1;0;11850
15/04/2021;28,7;77;5,5;1;0;11850
16/04/2021;29,8;74;8,9;2;0;11850
17/04/2021;29,6;70;9,5;1;0;11850
18/04/2021;29,2;74;9;2;0;11850
19/04/2021;29;77;8,7;1;0;11850
20/04/2021;29,2;70;8,4;2;0;11850
21/04/2021;28,9;66;7,7;2;0;11850
22/04/2021;29,2;68;9,5;1;0;11850
23/04/2021;29;72;9,7;1;0;11850
24/04/2021;29,3;73;9,1;2;0;11850
25/04/2021;28,8;77;8,5;1;8,3;11850
26/04/2021;30,3;73;4,8;2;0;11850
27/04/2021;30,7;72;9,5;2;0;11850
28/04/2021;29,1;74;9,4;1;0;11850
29/04/2021;29,6;76;4,8;2;2,34;11850
30/04/2021;30,2;73;7,9;1;0;11850
01/05/2021;30,2;76;8,1;2;0;11850
02/05/2021;29,1;81;6,9;3;10,1;11850
03/05/2021;29,9;78;5;3;13,6;11850
04/05/2021;30;77;3,6;2;0;11850
05/05/2021;30,8;72;8,6;2;0;11850
06/05/2021;29,7;73;9;1;0;11850
07/05/2021;29,2;81;7,2;2;0;11850
08/05/2021;28,8;84;5;1;31,5;11850
09/05/2021;28,7;71;4,5;1;0;11850
10/05/2021;29,3;72;8,5;2;0;11850
11/05/2021;29,7;76;9,5;3;0;11850
12/05/2021;30,2;72;8,6;2;0;11850
13/05/2021;29,5;72;9,4;2;0;11850
14/05/2021;30;70;8,2;3;0;11850
15/05/2021;30;73;9,5;2;0;11850
16/05/2021;29,6;72;9;2;1,2;11850
17/05/2021;29,2;75;9,6;2;0;11850
18/05/2021;29,7;72;8,2;2;0;11850
19/05/2021;28,1;83;8,9;1;10;11850
20/05/2021;28,9;78;2,5;1;0;11850
21/05/2021;29,6;70;5,1;2;0;11850
22/05/2021;29,2;74;9,4;1;0;11850
23/05/2021;29,4;77;8,3;1;0;11850
24/05/2021;30,3;72;5,2;2;0;11850
25/05/2021;30,3;74;8,2;1;0;11850
26/05/2021;30,4;74;7,5;3;0;11850
27/05/2021;30,2;76;6,7;3;0;11850
28/05/2021;29;82;8,3;2;18,2;11850
29/05/2021;30,6;75;4,5;1;5,4;11850
30/05/2021;28,9;81;9,2;1;0;11850
31/05/2021;29,3;78;2,7;1;3,5;11850
01/06/2021;29,5;78;7;1;0;11850
02/06/2021;29,8;78;7;2;5,4;11850
03/06/2021;30;78;7,8;2;0;11850
04/06/2021;29,4;83;9,5;2;2;11850
05/06/2021;29,5;81;8,8;2;0;11850
06/06/2021;31,1;71;10;2;0;11850
07/06/2021;29,3;76;9,1;1;0;11850
08/06/2021;29,4;75;6,5;2;0;11850
09/06/2021;31;71;9,4;1;3;11850
10/06/2021;30,2;77;10;1;0;11850
11/06/2021;29,6;80;8,5;2;0;11850
12/06/2021;29,5;79;7,6;2;0;11850
13/06/2021;29,2;76;7,8;2;0;11850
14/06/2021;28,4;82;8,7;1;0;11850
15/06/2021;27,7;88;1,3;1;2,5;11850
16/06/2021;28,6;82;3,3;2;6,5;11850
17/06/2021;28,1;82;4,2;0;5,5;11850
18/06/2021;28,9;78;2,8;1;0;11850
19/06/2021;29,1;74;5,8;1;0;11850
20/06/2021;27,1;82;2;1;0;11850
21/06/2021;27,8;80;7,5;1;0;11850
22/06/2021;29;76;5;1;0,6;11850
23/06/2021;29,5;80;8;1;0;11850
24/06/2021;27,5;87;7,3;1;0;11850
25/06/2021;27,9;86;5,8;2;35,7;11850
26/06/2021;29,5;79;5,3;1;0;11850
27/06/2021;29,6;74;7,2;2;0;11850
28/06/2021;27,6;86;9;2;21,56;11850
29/06/2021;29,1;78;0,8;1;3;11850
30/06/2021;29,1;79;6,8;1;0;11850
01/07/2021;28,7;78;6;1;0;11850
02/07/2021;28,8;72;9,3;1;0;11850
03/07/2021;28,2;74;6;1;0;11850
04/07/2021;28,3;72;3;1;0;11850
05/07/2021;28,7;68;8,6;3;0;11850
06/07/2021;27,2;67;9,3;2;0;11850
07/07/2021;27,7;66;9;2;0;11850
08/07/2021;29,1;70;9,1;1;0;11850
09/07/2021;28,8;78;4,7;2;0;11850
10/07/2021;29,3;77;3;4;1,5;11850
11/07/2021;29,4;74;4;3;0;11850
12/07/2021;28,9;72;9,5;2;0;11850
13/07/2021;29;68;6,4;2;0;11850
14/07/2021;28,6;69;9,8;1;0;11850
15/07/2021;28,8;66;8,5;3;0;11850
16/07/2021;27,3;70;8,6;1;0;11850
17/07/2021;28,1;69;4,9;1;0;11850
18/07/2021;29;70;5,9;2;0;11850
19/07/2021;29,2;72;7,5;2;0;11850
20/07/2021;29,3;70;9;2;0;11850
21/07/2021;29,2;72;9,8;2;0;11850
22/07/2021;29,2;70;9,2;2;0;11850
23/07/2021;29,4;70;4,4;1;0;11850
24/07/2021;28,6;70;9,4;2;0;11850
25/07/2021;27,6;73;9,6;2;0;11850
26/07/2021;27,6;65;9,8;2;0;11850
27/07/2021;27,2;70;9,8;2;0;11850
28/07/2021;27,9;69;9,4;2;0;11850
29/07/2021;28,7;70;9,4;1;0;11850
30/07/2021;29,2;72;9,5;2;0;11850
31/07/2021;29,4;71;7,6;1;0;11850
01/08/2021;28,7;73;9,3;1;0;11850
02/08/2021;29,1;73;9;1;0;11850
03/08/2021;29,2;72;9;2;0;11850
04/08/2021;29,1;72;6,9;2;0;11850
05/08/2021;29,1;73;9;3;0;11850
06/08/2021;29,7;71;9,3;3;0;11850
07/08/2021;29,7;72;8,7;2;0;11850
08/08/2021;30;74;7,4;3;0;11850
09/08/2021;30;72;8,2;3;0;11850
10/08/2021;29,7;70;8,6;2;0;11850
11/08/2021;28,3;68;9,2;2;0;11850
12/08/2021;28,8;70;9,5;3;0;11850
13/08/2021;29,6;70;7,5;1;0;11850
14/08/2021;29,3;70;8,7;3;0;11850
15/08/2021;30,1;68;9,6;4;0;11850
16/08/2021;29,3;70;9,2;3;2,3;11850
17/08/2021;29,5;66;9,5;1;0;11850
18/08/2021;29,4;70;9,3;1;0;11850
19/08/2021;28,5;74;5,6;1;0;11850
20/08/2021;29;70;6,8;2;0,3;11850
21/08/2021;29,6;69;7,5;2;0;11850
22/08/2021;29,4;69;9;2;0;11850
23/08/2021;28,3;68;8,6;2;0;11850
24/08/2021;28,5;68;8,5;2;0;11850
25/08/2021;29,5;64;9;1;0;11850
26/08/2021;28,2;67;9,2;2;0;11850
27/08/2021;28,7;67;9,7;1;0;11850
28/08/2021;29,6;66;9,3;2;0;11850
29/08/2021;29,4;68;8,7;2;0;11850
30/08/2021;29,6;70;8,9;2;0;11850
31/08/2021;29,1;72;5;2;0;11850
01/09/2021;29,5;65;9,2;2;0;11850
02/09/2021;29,4;65;9,1;2;0;11850
03/09/2021;29,2;67;8,8;1;0;11850
04/09/2021;29;67;8,6;2;0;11850
05/09/2021;29,1;69;7,7;2;0;11850
06/09/2021;29,6;68;5,1;2;0;11850
07/09/2021;29,8;70;8,2;2;0;11850
08/09/2021;29,3;68;8,6;3;0;11850
09/09/2021;29;65;8,5;3;0;11850
10/09/2021;30,3;63;8,8;2;0;11850
11/09/2021;29;73;6,7;3;0;11850
12/09/2021;28,7;77;0,7;2;0;11850
13/09/2021;29;78;2,3;2;7,4;11850
14/09/2021;28,8;77;2,4;2;4;11850
15/09/2021;29,2;78;4,5;1;38,7;11850
16/09/2021;29,8;69;7,5;1;0;11850
17/09/2021;29;70;6,7;3;0;11850
18/09/2021;30;66;6,8;2;0;11850
19/09/2021;29,2;71;8,6;3;0;11850
20/09/2021;29;68;8,6;2;0;11850
21/09/2021;28,6;74;7,3;1;0,3;11850
22/09/2021;29,1;70;2,8;3;0;11850
23/09/2021;29,5;74;5,7;3;8,9;11850
24/09/2021;28,7;75;2,8;2;0;11850
25/09/2021;29,5;74;2,5;2;1;11850
26/09/2021;29,6;71;7,3;2;0;11850
27/09/2021;29,8;65;6,2;2;0;11850
28/09/2021;29;69;8,5;2;0;11850
29/09/2021;29,6;66;8,8;2;0;11850
30/09/2021;29,8;67;8,9;2;0;11850
01/10/2021;29,7;66;8,9;1;0;11850
02/10/2021;29,2;68;8,7;1;0;11850
03/10/2021;30,1;65;7,3;1;0;11850
04/10/2021;29,4;69;7,3;2;1,5;11850
05/10/2021;28,8;70;5,7;2;0;11850
06/10/2021;28,7;72;5;1;0;11850
07/10/2021;29,2;64;0,3;1;0;11850
08/10/2021;29,6;64;8,6;2;0;11850
09/10/2021;29,7;65;9;1;0;11850
10/10/2021;29,6;68;9;2;0;11850
11/10/2021;29,8;67;9;2;0;11850
12/10/2021;31,4;55;9;2;0;11850
13/10/2021;30,2;64;8,8;2;0;11850
14/10/2021;29,9;62;8,1;2;0;11850
15/10/2021;30,7;68;7,8;2;0;11850
16/10/2021;31,1;65;8,9;2;0;11850
17/10/2021;30,8;67;7,6;2;0;11850
18/10/2021;28,6;82;8,1;1;0;11850
19/10/2021;29,8;72;3,2;1;9,3;11850
20/10/2021;30,2;73;5,5;1;0;11850
21/10/2021;31,2;67;7,8;1;0;11850
22/10/2021;31,3;66;8;1;0;11850
23/10/2021;30,7;72;8,5;2;0;11850
24/10/2021;31,1;68;9,6;1;0;11850
25/10/2021;31;70;9,2;1;0;11850
26/10/2021;30,5;69;9;2;0;11850
27/10/2021;28,9;78;7;2;0;11850
28/10/2021;29,4;77;0;1;0;11850
29/10/2021;31;68;6;1;0;11850
30/10/2021;30,2;73;7,5;1;0;11850
31/10/2021;29,1;76;3,5;1;9,2;11850
01/11/2021;28,4;81;1,2;1;4,8;11850
02/11/2021;29,5;78;2,7;1;0;11850
03/11/2021;29,8;75;3,3;1;0;11850
04/11/2021;29,3;76;6,7;1;0;11850
05/11/2021;27,7;82;5,5;1;10;11850
06/11/2021;29,1;76;2;1;5,66;11850
07/11/2021;29,9;74;8,9;1;0;11850
08/11/2021;30;72;6;1;4,08;11850
09/11/2021;29;80;1,1;1;1,3;11850
10/11/2021;28,6;81;1,8;1;0;11850
11/11/2021;28,1;81;6;1;3,5;11850
12/11/2021;27,8;81;5,3;1;43;11850
13/11/2021;28,5;78;0;1;5,18;11850
14/11/2021;26,8;88;1,8;1;31,1;11850
15/11/2021;25,8;92;0,6;0;32,13;11850
16/11/2021;26,3;90;0,1;1;15,5;11850
17/11/2021;27,9;79;0,5;2;0,4;11850
18/11/2021;29,5;69;3,2;1;0;11850
19/11/2021;28,6;72;9,1;1;0;11850
20/11/2021;25,9;92;6,8;0;9,2;11850
21/11/2021;28;85;0;1;6,9;11850
22/11/2021;29,9;78;1,7;1;0;11850
23/11/2021;28,1;84;7;2;10,02;11850
24/11/2021;27,8;80;4,2;0;17,4;11850
25/11/2021;27;85;3,2;0;0;11850
26/11/2021;27,8;80;0,5;1;6,56;11850
27/11/2021;27,8;82;4,4;1;0;11850
28/11/2021;26,6;85;2;1;27,5;11850
29/11/2021;27,6;76;0,4;1;20,4;11850
30/11/2021;27,7;82;4,2;1;21,2;11850
01/12/2021;27,1;85;0,4;1;18,4;11850
02/12/2021;28,3;82;2,6;1;6,4;11850
03/12/2021;27,9;85;5;0;34;11850
04/12/2021;27,4;82;0;1;18,8;11850
05/12/2021;27,8;80;0,7;1;1,7;11850
06/12/2021;27,3;82;0;0;1;11850
07/12/2021;28,9;78;0;1;10,7;11850
08/12/2021;27,7;82;2,7;1;0,2;11850
09/12/2021;27,9;84;3;0;33,5;11850
10/12/2021;28,5;80;4,5;1;34,2;11850
11/12/2021;27,6;84;6,8;0;0;11850
12/12/2021;28,2;77;6,7;1;15,4;11850
13/12/2021;28,7;78;6,6;1;31,3;11850
14/12/2021;28,6;80;4,5;1;9,5;11850
15/12/2021;27,6;84;6;0;45;11850
16/12/2021;27,9;80;0,2;1;2,4;11850
17/12/2021;28,9;80;4,5;1;9,34;11850
18/12/2021;29,3;78;4,5;1;0;11850
19/12/2021;28,3;80;4;1;4,16;11850
20/12/2021;28,2;82;4,2;1;10,5;11850
21/12/2021;26,68;91;2;0;0,7;11850
22/12/2021;29;75;0,3;1;18,1;11850
23/12/2021;28,8;75;5,7;1;0;11850
24/12/2021;29,2;73;7,8;1;0;11850
25/12/2021;28,2;82;6,7;0;0,5;11850
26/12/2021;27,6;82;0,6;0;20,5;11850
27/12/2021;26,6;84;6,8;1;32;11850
28/12/2021;27,3;82;5,2;1;33,2;11850
29/12/2021;28,7;79;6,8;1;6,9;11900
