Date;Tavg temperatur (oC);RH_avg kelembapan (%);ss lama penyinaran matahari (jam);ff_avg kecepatan angin (Knot);RR curah hujan (mm);Price
30/12/2021;27,6;83;6,8;1;0;11900
31/12/2021;27,1;85;2,2;1;32,13;11900
01/01/2022;27,8;82;5;1;13,7;11900
02/01/2022;26,9;84;4,5;1;2,7;11900
03/01/2022;28;81;5,3;1;23;11900
04/01/2022;28,6;78;2,4;1;13,8;11900
05/01/2022;27,9;78;2,2;1;14,74;11900
06/01/2022;28,1;79;3,2;1;1,98;11900
07/01/2022;27,9;80;4,4;1;15,3;11900
08/01/2022;28,2;78;4,1;1;36,8;11900
09/01/2022;27,4;81;5,6;1;14,4;11900
10/01/2022;28,5;76;6,1;2;1;11900
11/01/2022;27,1;86;8,5;1;15,5;11900
12/01/2022;25,5;90;4;1;9;11900
13/01/2022;27,4;79;1;1;13,8;11900
14/01/2022;28,5;78;2,6;1;12,26;11900
15/01/2022;27,6;83;4,6;1;5,86;11900
16/01/2022;27,9;80;1,6;1;0;11900
17/01/2022;27,9;82;1;1;9,08;11900
18/01/2022;27,3;83;1,9;0;1;11900
19/01/2022;25,8;90;2,7;1;18,2;11900
20/01/2022;26,7;84;5,1;1;35,6;11900
21/01/2022;27,8;80;2,5;1;15,9;11900
22/01/2022;27,7;82;6;1;8,46;11900
23/01/2022;28,5;80;2,5;0;9,3;11900
24/01/2022;29,8;73;6,9;2;0;11900
25/01/2022;29,3;77;9;1;0;11900
26/01/2022;28,4;80;7,3;1;4,8;11900
27/01/2022;27,9;81;5,4;1;0;11900
28/01/2022;27,6;82;3,6;1;2,3;11900
29/01/2022;28,2;82;4,7;2;20,5;11900
30/01/2022;27,8;83;5;1;9,8;11900
31/01/2022;28,5;78;6,3;1;3,7;11900
01/02/2022;28,2;81;4,2;0;4,3;11900
02/02/2022;28,4;80;5;1;5,7;11950
03/02/2022;27,9;80;5,8;1;2,8;11950
04/02/2022;27,7;82;7,3;0;1,5;11950
05/02/2022;28;82;2,3;0;20,3;11950
06/02/2022;27,4;81;4,7;1;0;11950
07/02/2022;26,4;84;5,6;0;24,9;11950
08/02/2022;28;78;0,8;1;19;11950
09/02/2022;27;83;8,7;0;1,3;11950
10/02/2022;26,9;85;5,5;0;32,13;11950
11/02/2022;27,3;82;2;1;0,5;11950
12/02/2022;27,6;81;0,2;1;1,6;11950
13/02/2022;27,4;83;2,4;1;6,7;11950
14/02/2022;27,4;81;2,8;1;27;11950
15/02/2022;28,4;78;0,1;1;0;11950
16/02/2022;28,5;77;4,4;2;0;11900
17/02/2022;28,4;78;6,3;2;0;11900
18/02/2022;27,1;86;1,5;0;14,5;11900
19/02/2022;28,4;78;0;1;8,9;11900
20/02/2022;26,8;84;7,4;1;0;11900
21/02/2022;27,1;84;1,5;1;3,9;11900
22/02/2022;27,5;77;1,2;0;32,13;11900
23/02/2022;26,9;82;5,4;1;3,5;11950
24/02/2022;26,7;83;4,2;1;32,13;11950
25/02/2022;27,6;80;5,4;2;32,13;11950
26/02/2022;27,4;82;2,2;1;1,3;11950
27/02/2022;26,2;89;5,8;1;8,5;11950
28/02/2022;26,6;88;4,2;0;14,5;11950
01/03/2022;27,1;87;3,2;1;19,1;11950
02/03/2022;28,1;80;0,8;1;1,5;11950
03/03/2022;28,4;79;5,5;1;15,82;11950
04/03/2022;27,8;82;4,8;1;0;11950
05/03/2022;28;81;8,3;1;25,5;11950
06/03/2022;27,6;80;5;2;33,5;11950
07/03/2022;27,9;80;4,7;1;32,13;11950
08/03/2022;27,7;83;5,4;1;11,82;11950
09/03/2022;28,3;80;5,2;1;7,7;11900
10/03/2022;28,4;79;4;1;0;11900
11/03/2022;27,3;86;3,4;1;10,52;11900
12/03/2022;28,2;83;3,9;1;2,2;11900
13/03/2022;28,6;82;0,3;1;8,1;11900
14/03/2022;28,2;79;4,2;2;25,8;11900
15/03/2022;29,6;78;8,7;2;0;11900
16/03/2022;27,4;86;5,6;1;20,4;11900
17/03/2022;29,3;79;1;2;0;11900
18/03/2022;29,8;77;5,8;1;4,12;11900
19/03/2022;28,3;82;8,2;1;15,04;11900
20/03/2022;27,5;84;5,1;1;18,7;11900
21/03/2022;27,6;84;2,7;1;6,4;11900
22/03/2022;26;90;2,7;1;17,1;11900
23/03/2022;26,6;84;1,8;1;1;11900
24/03/2022;29,3;76;5,2;1;1,5;11900
25/03/2022;29,4;76;8,6;2;0;11900
26/03/2022;28,3;81;4,5;1;32,13;11900
27/03/2022;27,3;85;5,6;1;18,46;11900
28/03/2022;28,6;79;5;1;28,6;11900
29/03/2022;29,2;76;4,3;1;0;11900
30/03/2022;28,4;82;8,6;1;14,2;11900
31/03/2022;28,2;79;6,4;1;0;11900
01/04/2022;27,8;80;3,5;1;0;11900
02/04/2022;28,4;78;5;0;0;11900
03/04/2022;27,9;80;4,2;1;0;11900
04/04/2022;28,1;81;6,3;1;32,13;11900
05/04/2022;29,5;74;8;1;1,18;11900
06/04/2022;28,8;76;8,7;0;0;11900
07/04/2022;28,8;76;5,5;1;0;11900
08/04/2022;29,8;72;7,2;1;0;11900
09/04/2022;28,1;83;6,7;1;0;11900
10/04/2022;29,5;74;5;1;3;11900
11/04/2022;29,4;74;6,2;1;0,08;11900
12/04/2022;28,2;76;9,1;0;0,02;11900
13/04/2022;28,9;72;7,3;1;0;11900
14/04/2022;29,7;69;7,4;1;0;11900
15/04/2022;29,7;68;7,2;1;0;11900
16/04/2022;29,7;76;8;1;0;11900
17/04/2022;29,4;74;5,8;1;0;11900
18/04/2022;28,1;83;7,3;2;0;11900
19/04/2022;27,2;82;2,2;1;2,8;11900
20/04/2022;27,5;84;2,6;1;3,1;11900
21/04/2022;29;78;1,9;1;1,56;11900
22/04/2022;29;77;3;1;14,28;11900
23/04/2022;29,6;76;5,4;1;1,42;11900
24/04/2022;28,9;80;6,4;1;11,5;11900
25/04/2022;30;72;6,2;1;0;11900
26/04/2022;28,4;81;6,2;1;0,5;11900
27/04/2022;28,9;80;1,3;1;0;11900
28/04/2022;28,7;82;4,2;1;7;11900
29/04/2022;28,4;81;3;1;7,3;11900
30/04/2022;27,3;88;7,2;1;18,18;11900
01/05/2022;28,9;84;3;3;6,6;11900
02/05/2022;29,5;74;5,8;2;0;11900
03/05/2022;29,7;74;7,7;2;0;11900
04/05/2022;29,4;75;9;1;0;11900
05/05/2022;29,7;75;6,4;1;0;11900
06/05/2022;29,6;75;3,2;1;0;11900
07/05/2022;29,8;75;5,2;2;0;11900
08/05/2022;28,9;83;8,2;1;22,1;11900
09/05/2022;28,4;84;0;2;6,4;11900
10/05/2022;29,2;81;1,5;2;0;11900
11/05/2022;28,4;83;3,7;1;5,4;11900
12/05/2022;29,8;78;5,8;1;0;11900
13/05/2022;29,4;79;6,5;1;0;11900
14/05/2022;28,9;84;4;1;23,1;11900
15/05/2022;29,8;80;2,3;1;6;11900
16/05/2022;29,5;78;8,2;1;0;11900
17/05/2022;29,1;76;7,8;1;10,1;11900
18/05/2022;28,2;80;5,4;2;0;11900
19/05/2022;27,9;85;3,6;2;14,2;11900
20/05/2022;27,4;84;2,5;1;6,7;11900
21/05/2022;28,4;80;2,5;1;2,5;11900
22/05/2022;29;76;6,5;3;0;11900
23/05/2022;30,3;71;6,7;3;0;11900
24/05/2022;30,2;74;8,8;4;0;11900
25/05/2022;29,2;79;8,5;1;23,04;11900
26/05/2022;26,2;90;6;1;1,2;11900
27/05/2022;27,2;86;0;1;9,4;11900
28/05/2022;28,6;78;1,8;1;12,94;11900
29/05/2022;28,3;80;9,7;1;20,92;11900
30/05/2022;29,1;78;4,5;1;0;11900
31/05/2022;29,8;77;9,5;2;0;11900
01/06/2022;27,7;86;9,2;1;12,6;11900
02/06/2022;29;76;0;2;2,5;11900
03/06/2022;28,8;76;8,8;1;1,02;11900
04/06/2022;28,6;77;8,2;1;4,26;11900
05/06/2022;28,5;78;5,7;1;11,54;11900
06/06/2022;27,9;82;7,1;1;21,5;11900
07/06/2022;28,8;80;4,5;2;0,8;11900
08/06/2022;27,4;88;7,6;2;0;11900
09/06/2022;27,1;83;4,1;1;5,7;11900
10/06/2022;28,1;81;0;2;3,5;11900
11/06/2022;28,7;80;5,5;2;0;11900
12/06/2022;28,5;76;7,8;2;10,5;11900
13/06/2022;27,5;84;7,4;1;6,5;11900
14/06/2022;26,7;90;4,3;1;6,5;11900
15/06/2022;28;82;2,5;2;8,5;11900
16/06/2022;27,8;82;4,2;2;9,3;11900
17/06/2022;27,6;82;4,5;1;4,7;11900
18/06/2022;28;78;3,2;1;1,5;11900
19/06/2022;28,3;77;6,5;1;0;11900
20/06/2022;28,7;74;7,4;2;3;11900
21/06/2022;28,6;70;9,6;2;0;11900
22/06/2022;28,2;71;7,5;2;0;11900
23/06/2022;28,2;74;10;2;0;11900
24/06/2022;28,6;75;5,2;1;4,76;11900
25/06/2022;28,1;75;7;2;0;11900
26/06/2022;28,2;77;6,5;1;0;11900
27/06/2022;28,2;78;5,2;2;1,1;11900
28/06/2022;27,9;73;7,1;2;0,6;11900
29/06/2022;28,5;66;8,3;1;0;11850
30/06/2022;27,7;72;8,1;1;0,32;11850
01/07/2022;28;73;9;2;0;11850
02/07/2022;28,3;78;9;2;0;11850
03/07/2022;29,3;80;5;2;1,74;11850
04/07/2022;29,2;79;7;1;0;11850
05/07/2022;28,8;79;5,5;2;6,3;11850
06/07/2022;27,8;82;4;2;2,5;11850
07/07/2022;28,6;71;6,5;2;0;11900
08/07/2022;27,2;68;7;2;0;11900
09/07/2022;26,7;67;9,1;2;0;11900
10/07/2022;27,7;68;10;2;0;11900
11/07/2022;27,8;76;9,8;2;0;11900
12/07/2022;29,2;73;3,8;4;0;11900
13/07/2022;28,3;79;9,2;2;4,64;11900
14/07/2022;27;85;5,2;3;2,6;11900
15/07/2022;29,2;72;1;3;1;11900
16/07/2022;29,2;74;9;2;0;11900
17/07/2022;27,4;81;7,3;1;16,7;11900
18/07/2022;28,5;69;0,3;2;0;11900
19/07/2022;28,8;70;8,9;3;0;11900
20/07/2022;27,7;73;10,4;2;0;11900
21/07/2022;28;70;9,5;3;0;11900
22/07/2022;28,4;73;9,9;2;0;11900
23/07/2022;28,4;72;6,9;2;0;11900
24/07/2022;28,8;63;9,5;2;0;11900
25/07/2022;27;63;9,8;2;0;11900
26/07/2022;26,8;67;10,2;2;0;11900
27/07/2022;28,6;67;9,4;2;0;11850
28/07/2022;28,4;73;10,3;3;0;11850
29/07/2022;28;75;9,9;3;0;11850
30/07/2022;27,9;71;9,7;2;0;11850
31/07/2022;27,3;74;9,7;1;0;11850
01/08/2022;28,1;72;8,3;2;0;11850
02/08/2022;27,9;77;4,4;2;0;11850
03/08/2022;29,3;74;0,3;2;0;11900
04/08/2022;28,6;70;9,5;2;0;11900
05/08/2022;28,2;64;9,3;1;0;11900
06/08/2022;27,6;73;9,3;1;0;11900
07/08/2022;27,5;77;6,3;1;11,08;11900
08/08/2022;28,1;74;7,2;2;0,6;11900
09/08/2022;28,5;69;9,5;3;0;11900
10/08/2022;28,6;70;9,8;4;0,12;11850
11/08/2022;29,6;72;8,5;4;0;11850
12/08/2022;28,7;77;9,8;2;0;11850
13/08/2022;28,7;77;4,2;3;0;11850
14/08/2022;28,3;79;5,4;2;0,3;11850
15/08/2022;28;80;5,5;0;1;11850
16/08/2022;28,6;76;2;2;6,56;11850
17/08/2022;28,8;68;6,2;3;0;11850
18/08/2022;28,4;70;9,8;2;0;11850
19/08/2022;28,6;71;9,9;2;0;11850
20/08/2022;28,2;69;9,5;4;0;11850
21/08/2022;28,1;71;9,8;4;0;11850
22/08/2022;28,1;68;9,4;3;0;11850
23/08/2022;28,7;68;9,8;3;0;11850
24/08/2022;28,1;64;9,5;3;0;11900
25/08/2022;28,5;65;9,9;3;0;11900
26/08/2022;28,6;70;9,9;2;0;11900
27/08/2022;28,2;70;7,4;3;0;11900
28/08/2022;27,9;68;9,6;2;0;11900
29/08/2022;28,3;68;8,4;2;0;11900
30/08/2022;28,2;76;9,8;2;0;11900
31/08/2022;27,6;78;8;1;10,06;11950
01/09/2022;29,1;69;3,1;3;2,68;11950
02/09/2022;29,6;68;9,5;2;0;11950
03/09/2022;29,3;68;9,3;2;0;11950
04/09/2022;29,6;66;9,4;1;0;11950
05/09/2022;29,1;74;5,9;2;0;11950
06/09/2022;28,6;74;2,1;2;0;11950
07/09/2022;29,1;73;6,3;3;0,6;12000
08/09/2022;27,6;79;6;1;14,48;12000
09/09/2022;27,5;77;3,3;1;8,8;12000
10/09/2022;28,9;72;1,2;1;0;12000
11/09/2022;28,6;75;4,3;1;4,76;12000
12/09/2022;29,3;74;5,2;2;0;12000
13/09/2022;29,5;70;8,9;3;0;12000
14/09/2022;29,7;66;8,9;2;0;12000
15/09/2022;29;70;9,1;3;0;12000
16/09/2022;29,4;66;7,5;3;0;12000
17/09/2022;29,5;60;6,8;2;0;12000
18/09/2022;29,5;63;8,5;2;0;12000
19/09/2022;29,3;66;9;2;0;12000
20/09/2022;28,5;72;8,9;2;0;12000
21/09/2022;28,9;72;2,3;1;0;12000
22/09/2022;29,7;69;0,6;2;0;12000
23/09/2022;29,6;70;7,1;3;0;12000
24/09/2022;29,6;70;9;2;0;12000
25/09/2022;29,4;69;8,6;2;0;12000
26/09/2022;30,5;66;8,8;2;0;12000
27/09/2022;29,7;66;9;2;0;12000
28/09/2022;29,6;63;8;2;0;12000
29/09/2022;29,4;68;9;2;0;12000
30/09/2022;27,6;84;7,7;1;0;12000
01/10/2022;28,1;80;2,1;2;31,5;12000
02/10/2022;28,3;78;4;1;0,5;12000
03/10/2022;27,6;84;5;1;21,7;12000
04/10/2022;28,3;78;1,7;1;36;12000
05/10/2022;28,3;80;3,8;1;7,34;12000
06/10/2022;27,9;81;1,5;2;0;12000
07/10/2022;28,6;76;3,2;1;0;12000
08/10/2022;29,6;74;5,5;1;0;12000
09/10/2022;28,7;78;8,5;2;0;12000
10/10/2022;29,2;74;7,7;2;16;12000
11/10/2022;28,4;77;7,7;1;10,52;12000
12/10/2022;29,2;74;1;2;0;12050
13/10/2022;28,9;74;8;1;0,74;12050
14/10/2022;28,7;80;6,5;1;10,8;12050
15/10/2022;28,5;81;6,3;1;38,8;12050
16/10/2022;29,6;74;4,8;1;2,4;12050
17/10/2022;27,9;82;3,2;1;0;12050
18/10/2022;27,1;86;1,5;0;3,3;12050
19/10/2022;27;85;0;1;10,4;12050
20/10/2022;27,7;86;0,5;1;2,7;12050
21/10/2022;26,4;91;0,7;1;10,9;12050
22/10/2022;27,9;80;1;1;27,2;12050
23/10/2022;28,8;78;8,5;2;0;12050
24/10/2022;27,2;88;7,1;1;11;12050
25/10/2022;27,8;82;2,4;2;37,5;12050
26/10/2022;27,1;86;5,2;1;17,9;12050
27/10/2022;27,3;78;2,6;1;10,8;12050
28/10/2022;28,5;71;0,5;1;0;12050
29/10/2022;28,3;68;9,1;1;0;12050
30/10/2022;29,3;65;1;1;0;12050
31/10/2022;28,9;68;6,5;1;0;12050
01/11/2022;28,6;78;8,5;1;21,4;12050
02/11/2022;29,2;75;2,8;1;0;12050
03/11/2022;28,9;82;6,1;1;34,3;12050
04/11/2022;28,6;80;5;1;41,7;12050
05/11/2022;29,1;80;3;0;0;12050
06/11/2022;28,6;81;1,2;1;0;12050
07/11/2022;27,1;82;0,5;1;0;12050
08/11/2022;28,9;75;2,5;2;4,5;12050
09/11/2022;27;88;6,6;1;32,13;12050
10/11/2022;28;84;0;1;7,5;12050
11/11/2022;28,7;75;4,5;1;17,7;12050
12/11/2022;27,7;84;2,4;1;0;12050
13/11/2022;28,5;84;2,5;1;1,4;12050
14/11/2022;28,3;84;4,6;1;2,6;12050
15/11/2022;28,2;84;4,3;1;3,8;12050
16/11/2022;28,5;82;5,2;2;21,2;12050
17/11/2022;28,7;78;0;1;0;12050
18/11/2022;28,6;77;3,1;2;0,8;12050
19/11/2022;25,7;89;0,2;1;32,13;12050
20/11/2022;26,9;86;0;1;8,4;12050
21/11/2022;28,4;77;3;1;28,5;12050
22/11/2022;28,2;81;7,9;2;1;12050
23/11/2022;27,9;85;7;0;32;12050
24/11/2022;26,9;86;0,2;1;3,9;12050
25/11/2022;27,7;85;0,9;1;24,6;12050
26/11/2022;27,5;84;2,4;1;0;12050
27/11/2022;26,6;87;1,6;0;1,1;12050
28/11/2022;27,3;84;4;1;1,2;12050
29/11/2022;27,3;86;2,2;0;26,9;12050
30/11/2022;26,8;84;1,2;1;19,7;12150
01/12/2022;28,8;76;0,8;1;3,2;12150
02/12/2022;28,6;76;2,8;1;0;12150
03/12/2022;28,6;77;2,3;1;0;12150
04/12/2022;28;84;3,4;1;0;12150
05/12/2022;27,1;86;1,2;1;1;12150
06/12/2022;29,3;78;3;1;3,2;12150
07/12/2022;29,1;75;5,2;1;0,2;12150
08/12/2022;30,2;71;5,1;1;0;12150
09/12/2022;30,1;70;7,3;2;0;12150
10/12/2022;29,4;75;5,7;1;32,13;12150
11/12/2022;29,6;74;8,2;1;3,4;12150
12/12/2022;29,2;76;5,8;2;0;12150
13/12/2022;29,7;77;6,5;1;5,58;12150
14/12/2022;28,4;80;3,5;1;0;12150
15/12/2022;28,8;78;2,2;1;7,52;12150
16/12/2022;27,8;82;6,8;1;1,5;12150
17/12/2022;28,1;79;0,2;1;13;12150
18/12/2022;29,2;77;2,6;1;6,9;12150
19/12/2022;28,5;81;8,8;2;17;12150
20/12/2022;28,5;78;2,8;1;20,6;12150
21/12/2022;27,8;83;5,3;2;4,2;12150
22/12/2022;27,7;84;7,9;2;7,9;12150
23/12/2022;27,4;84;1,8;2;24,9;12150
24/12/2022;27,7;78;0;3;6,3;12150
25/12/2022;27,4;84;1,9;2;0,4;12150
26/12/2022;27,3;84;0,3;2;0;12150
27/12/2022;27,4;83;0;2;7,7;12150
28/12/2022;28,8;76;0;3;0;12150
29/12/2022;27,2;86;6,7;2;14,8;12150
30/12/2022;25,9;88;0;2;17,42;12150
31/12/2022;25,7;90;0;1;8,1;12150
01/01/2023;27,5;81;0;2;34,4;12150
02/01/2023;27,9;80;1,8;4;0,1;12150
03/01/2023;28,4;77;2,2;2;0;12150
04/01/2023;28,9;75;2,2;2;1,32;12150
05/01/2023;29,2;72;7,3;2;0;12150
06/01/2023;28,6;75;7,6;2;0;12150
07/01/2023;28,3;76;0,2;2;0,1;12150
08/01/2023;27,5;83;6,2;2;13,5;12150
09/01/2023;27,5;82;6,1;2;26,2;12150
10/01/2023;28,7;78;6;2;20,5;12150
11/01/2023;29;75;6,1;2;1;12200
12/01/2023;28,3;78;8;1;28,9;12200
13/01/2023;28,4;77;8,8;2;1;12200
14/01/2023;29,2;73;8,6;3;30;12200
15/01/2023;28,8;77;7;3;0;12200
16/01/2023;27,7;82;8,3;1;4,5;12200
17/01/2023;26,6;86;2,3;2;1,2;12200
18/01/2023;27,3;81;2,9;1;23,3;12200
19/01/2023;27,9;81;5;1;1,9;12200
20/01/2023;28,3;78;2,6;1;3,3;12200
21/01/2023;27,6;82;1,8;2;0;12200
22/01/2023;28,1;81;5,2;2;40,5;12200
23/01/2023;28,8;78;6,2;2;34;12200
24/01/2023;28,7;80;4;1;0;12200
25/01/2023;27,1;85;1,9;1;28,14;12200
26/01/2023;26,6;87;4,9;2;32,13;12200
27/01/2023;26,7;85;0,9;2;2,4;12200
28/01/2023;25,9;90;1,2;1;11,1;12200
29/01/2023;26,6;86;0;1;10,8;12200
30/01/2023;28,8;79;5,3;2;6,1;12200
31/01/2023;27,7;82;3,2;2;11,46;12200
01/02/2023;27,2;83;2,7;1;27,1;12200
02/02/2023;26,7;88;0,1;2;1;12250
03/02/2023;27,6;80;1;2;4,5;12250
04/02/2023;27;86;0;2;6,16;12250
05/02/2023;28,6;79;1,5;2;4;12250
06/02/2023;27,4;82;3,5;2;0;12250
07/02/2023;27,5;82;3,2;4;15,6;12250
08/02/2023;27,7;82;2,2;2;2,3;12250
09/02/2023;27,1;86;3,5;1;18,6;12250
10/02/2023;28,4;80;4,3;3;32,13;12250
11/02/2023;26,9;86;4;1;0;12250
12/02/2023;26,5;87;2,2;2;7,8;12250
13/02/2023;27,2;81;3;2;12,9;12250
14/02/2023;27,3;83;2,5;3;8,5;12250
15/02/2023;26,7;85;5,6;1;35,8;12300
16/02/2023;26,9;84;3,4;2;7,9;12300
17/02/2023;27,3;85;3,4;2;40,6;12300
18/02/2023;26,9;85;3;2;6,6;12300
19/02/2023;27,8;82;8;2;32,13;12300
20/02/2023;27,7;81;4,8;2;19,5;12300
21/02/2023;27,6;82;7,5;2;18,6;12300
22/02/2023;27,6;82;6,8;3;32,13;12300
23/02/2023;27,4;84;5,6;2;1;12300
24/02/2023;28,3;77;3,1;3;3,2;12300
25/02/2023;28,4;77;3,7;3;0;12300
26/02/2023;27,6;82;7,3;2;3,6;12300
27/02/2023;26,5;85;2,6;2;44,76;12300
28/02/2023;27,5;78;2,8;3;8,5;12300
01/03/2023;26,7;84;1,8;2;6,2;12300
02/03/2023;27,1;92;1,8;3;1,6;12300
03/03/2023;28,5;79;1,2;3;8,2;12300
04/03/2023;28,4;75;7,4;2;0;12300
05/03/2023;27,3;81;5,4;2;0;12300
06/03/2023;28,3;79;5,4;1;32,13;12300
07/03/2023;28,7;78;4,8;2;1,18;12300
08/03/2023;27,4;84;6,5;1;0;12250
09/03/2023;28,7;78;0,8;1;32,13;12250
10/03/2023;29,4;74;4,1;2;0;12250
11/03/2023;29,7;74;8,2;1;0,68;12250
12/03/2023;29,1;76;7,6;2;0;12250
13/03/2023;28,6;75;7,3;2;0;12250
14/03/2023;28,2;74;6;2;0;12250
15/03/2023;28,7;77;6,9;2;0,2;12300
16/03/2023;29,4;75;5,1;2;0;12300
17/03/2023;28,9;75;4;1;12,64;12300
18/03/2023;28,6;79;3,4;1;0;12300
19/03/2023;29,3;76;4,3;2;2,34;12300
20/03/2023;28;81;6;1;6;12300
21/03/2023;29;76;7;1;5,9;12300
22/03/2023;28,8;80;6,2;1;13,6;12300
23/03/2023;29,8;74;4,7;2;0;12300
24/03/2023;28,2;81;7,2;2;0;12300
25/03/2023;28,6;78;4,2;2;4,8;12300
26/03/2023;28,4;78;5,6;2;0;12300
27/03/2023;27,7;81;3,5;2;0;12300
28/03/2023;27,9;82;0,6;1;0;12300
29/03/2023;28,7;77;2;1;6,66;12350
30/03/2023;27;85;5,1;1;8,4;12350
31/03/2023;26,5;86;2,5;2;9,4;12350
01/04/2023;26,8;83;2,3;1;22,2;12350
02/04/2023;27,2;85;1,2;1;11,3;12350
03/04/2023;27,9;80;2,3;2;4;12350
04/04/2023;28,7;76;5,4;2;0,12;12350
05/04/2023;27,9;81;4,2;1;21,1;12400
06/04/2023;27,6;83;2,2;1;0;12400
07/04/2023;28,8;76;3,6;1;45,5;12400
08/04/2023;27,5;80;2,1;2;0;12400
09/04/2023;28,1;80;7;2;32,13;12400
10/04/2023;27,4;82;7,3;2;14,8;12400
11/04/2023;29,2;79;7,3;2;11,5;12450
12/04/2023;28,3;82;9,5;2;6,8;12450
13/04/2023;28,1;77;5,7;1;36;12450
14/04/2023;28,6;78;0,5;1;0;12450
15/04/2023;29;79;5,2;2;19,4;12450
16/04/2023;29,4;77;4,8;1;31,2;12450
17/04/2023;28,5;81;8,1;1;0;12450
18/04/2023;29,2;81;5;1;10,1;12500
19/04/2023;29,8;73;3,7;2;0;12600
20/04/2023;29,2;77;8,4;2;0,2;12600
21/04/2023;29,3;78;6,8;2;0;12600
22/04/2023;30;74;6,7;2;0;12600
23/04/2023;30,5;71;8,7;4;0;12600
24/04/2023;30,3;73;8,4;2;0;12600
25/04/2023;30;76;9,4;2;0;12600
26/04/2023;28,8;82;6,8;1;5,5;12650
27/04/2023;29;80;2,3;1;4;12650
28/04/2023;28;84;5;1;22,2;12650
29/04/2023;28;84;1,8;1;12,9;12650
30/04/2023;29,4;78;1,6;1;2,5;12650
01/05/2023;29,6;78;6,2;2;0;12650
02/05/2023;29,2;80;6;2;0;12650
03/05/2023;28,8;83;4,3;3;2,5;12750
04/05/2023;29,7;79;3,2;1;21,1;12750
05/05/2023;29,8;76;5,8;1;1,3;12750
06/05/2023;29,4;79;7,1;1;1;12750
07/05/2023;30,1;73;4;1;0;12750
08/05/2023;30,1;72;8,1;1;0;12750
09/05/2023;29;78;8,1;1;0;12800
10/05/2023;28,7;82;1,9;4;5,5;12850
11/05/2023;28,3;85;2;2;4,3;12850
12/05/2023;29,8;77;0,8;2;0;12850
13/05/2023;28,6;72;7,2;2;0;12850
14/05/2023;28,2;72;7,2;2;0,32;12850
15/05/2023;28,3;70;9;1;0;12850
16/05/2023;28,6;68;9;1;0;12850
17/05/2023;28,9;66;7,8;2;0;12900
18/05/2023;29,3;64;8,3;2;0;12900
19/05/2023;29;71;8,9;1;0;12900
20/05/2023;29,4;69;5,1;1;0;12900
21/05/2023;29,1;68;8,7;3;0;12900
22/05/2023;29;70;8,8;2;0;12900
23/05/2023;29,2;70;9,2;2;0;12900
24/05/2023;29,2;74;9,2;2;0;12850
25/05/2023;29,4;69;8,2;1;0;12850
26/05/2023;29,4;66;9;2;0;12850
27/05/2023;28,9;64;9,3;2;0;12850
28/05/2023;28,9;66;9;2;0;12850
29/05/2023;29,5;64;9,3;2;0;12850
30/05/2023;29,1;70;9;3;0,46;12850
31/05/2023;29,2;67;9,2;3;0;12900
01/06/2023;29,7;68;8,9;2;0;12900
02/06/2023;29,6;72;8,9;2;0;12900
03/06/2023;29,7;72;9;2;0,24;12900
04/06/2023;29,5;70;8,4;2;0;12900
05/06/2023;29,6;69;7,2;2;0;12900
06/06/2023;29,6;72;6;2;0;12900
07/06/2023;29,4;73;9;3;6;12900
08/06/2023;29,3;72;7;2;0;12900
09/06/2023;29,2;72;9,5;1;0;12900
10/06/2023;29,5;70;8,7;1;0;12900
11/06/2023;29,7;70;8;3;0;12900
12/06/2023;29,4;76;6,2;3;0;12900
13/06/2023;29;73;6,2;2;0,2;12900
14/06/2023;28,9;67;9,1;2;0;12900
15/06/2023;28,7;68;7,5;2;0;12900
16/06/2023;28,8;71;4,4;1;0;12900
17/06/2023;28,6;72;7;2;0;12900
18/06/2023;28,8;72;8,6;3;0;12900
19/06/2023;29,4;72;8,4;1;0;12900
20/06/2023;29,8;70;9,3;2;0;12900
21/06/2023;29,1;71;8,4;2;0;12900
22/06/2023;29,5;68;6,1;2;0;12900
23/06/2023;29;69;9,2;1;0;12900
