Date;Tavg temperatur (oC);RH_avg kelembapan (%);ss lama penyinaran matahari (jam);ff_avg kecepatan angin (Knot);RR curah hujan (mm);Price
24/06/2023;28,7;70;9,4;2;0;12900
25/06/2023;28,8;73;9;2;0;12900
26/06/2023;28,6;72;5,1;2;0;12900
27/06/2023;28,8;69;7;1;0;12900
28/06/2023;29,3;70;8,5;3;0;12900
29/06/2023;29,5;71;8,8;2;0;12900
30/06/2023;29,4;70;7,5;3;0;12900
01/07/2023;29,2;71;9,6;2;0;12900
02/07/2023;28,8;72;9;2;0;12900
03/07/2023;28,9;73;8,2;1;0;12900
04/07/2023;28,7;76;5,2;2;0;12900
05/07/2023;28,9;73;2,5;2;32,13;12950
06/07/2023;29,1;72;9;2;0;12950
07/07/2023;27,6;82;9,3;1;7,1;12950
08/07/2023;27,1;85;1;1;26,5;12950
09/07/2023;28,9;72;0,4;3;5,8;12950
10/07/2023;28,4;73;9,6;3;0;12950
11/07/2023;28,4;67;9,2;1;0;12950
12/07/2023;28,2;69;9,2;1;0;12950
13/07/2023;28,8;70;8,7;2;0;12950
14/07/2023;28,9;69;4;2;0;12950
15/07/2023;28,7;70;8,6;1;0;12950
16/07/2023;28,1;69;9,5;2;0;12950
17/07/2023;27,9;65;9,8;3;0;12950
18/07/2023;28;65;9,8;3;0;12950
19/07/2023;27,5;64;9,7;2;0;12950
20/07/2023;27,6;62;9,8;2;0;12950
21/07/2023;27,6;64;9,3;1;0;12950
22/07/2023;28,6;65;9,3;3;0;12950
23/07/2023;28,4;70;9;3;0,12;12950
24/07/2023;28,7;69;9;3;0;12950
25/07/2023;28,3;71;9,5;3;0;12950
26/07/2023;27,8;67;5,7;2;0;12950
27/07/2023;28;63;8,3;2;0;12950
28/07/2023;28;63;9,5;2;0;12950
29/07/2023;27,7;64;9,8;2;0;12950
30/07/2023;27,7;65;9,7;4;0;12950
31/07/2023;28,5;65;9,5;3;0;12950
01/08/2023;28,7;72;9,5;4;0;12950
02/08/2023;28,8;73;9,7;4;0;12950
03/08/2023;28,7;68;9,4;4;0;12950
04/08/2023;28,2;68;9,2;3;0;12950
05/08/2023;28,6;69;8,5;2;0;12950
06/08/2023;28,8;70;9,6;3;0,6;12950
07/08/2023;28,6;68;9,6;4;0;12950
08/08/2023;28,4;66;9,5;4;0;12950
09/08/2023;28,1;65;8,9;3;0;12950
10/08/2023;27,7;60;8;3;0;12950
11/08/2023;27,8;62;8,8;3;0;12950
12/08/2023;28,3;61;8,8;2;0;12950
13/08/2023;28,6;64;8,7;2;0;12950
14/08/2023;28,4;62;9,1;3;0;12950
15/08/2023;28,7;65;9,3;3;0;12950
16/08/2023;28,3;62;8,8;2;0;12950
17/08/2023;27,7;68;8,7;3;0;12950
18/08/2023;27,8;65;8;3;0;12950
19/08/2023;28,7;67;8,9;4;0;12950
20/08/2023;28,8;66;9,5;2;0;12950
21/08/2023;28,5;69;9;4;0;12950
22/08/2023;28,3;66;8;3;0;12950
23/08/2023;28;66;9,8;3;0;12900
24/08/2023;28,3;66;9,9;3;0;12900
25/08/2023;28,9;68;9,6;2;0;12900
26/08/2023;28,9;61;9,2;3;0;12900
27/08/2023;28,7;63;9,5;3;0;12900
28/08/2023;28,7;66;9;3;0;12900
29/08/2023;29;62;9,2;3;0;12900
30/08/2023;28,6;67;9;3;0;13000
31/08/2023;28,7;65;9;3;0;13000
01/09/2023;28,4;63;9;2;0;13000
02/09/2023;28,1;59;8,8;3;0;13000
03/09/2023;27,9;59;8,7;3;0;13000
04/09/2023;28;59;8,7;2;0;13000
05/09/2023;28,6;61;8,7;3;0;13000
06/09/2023;29;64;8,8;2;0;13150
07/09/2023;28,7;67;8,8;2;0;13150
08/09/2023;28,2;64;7,8;3;0;13150
09/09/2023;28,6;64;8,5;2;0;13150
10/09/2023;28,8;62;8,3;3;0;13150
11/09/2023;29,4;65;8,8;3;0;13150
12/09/2023;29,4;64;8,5;4;0;13150
13/09/2023;29,3;65;8,4;3;0;13150
14/09/2023;28,4;68;8,5;3;0;13150
15/09/2023;29;63;8,2;3;0;13150
16/09/2023;29;69;8,6;3;0;13150
17/09/2023;29,5;67;7,3;3;0;13150
18/09/2023;28,9;66;8,5;2;0;13150
19/09/2023;29,2;63;8,6;3;0;13150
20/09/2023;29,2;63;8,6;3;0;13150
21/09/2023;28,7;62;8,5;3;0;13150
22/09/2023;28,6;59;7,4;4;0;13150
23/09/2023;29,3;59;8,2;3;0;13150
24/09/2023;29,5;61;8,6;3;0;13150
25/09/2023;29,2;63;8,6;2;0;13150
26/09/2023;29,3;58;8,8;2;0;13150
27/09/2023;29,3;61;9;3;0;13250
28/09/2023;29,7;62;8,8;4;0;13250
29/09/2023;29,9;64;8,8;4;0;13250
30/09/2023;29,6;60;8,7;2;0;13250
01/10/2023;29,8;60;8,8;2;0;13250
02/10/2023;29,9;57;8,5;3;0;13250
03/10/2023;29,9;64;8,3;3;0;13300
04/10/2023;30;67;8,6;3;0;13400
05/10/2023;30;70;8,9;3;0,46;13400
06/10/2023;31;57;7,8;4;0;13400
07/10/2023;30;67;8,7;3;0;13400
08/10/2023;30,3;66;7,8;4;0;13400
09/10/2023;30,5;66;8,6;2;0;13400
10/10/2023;30,2;67;8,5;2;0;13400
11/10/2023;30,5;64;7,2;2;0;13400
12/10/2023;30,6;64;8,3;3;0;13550
13/10/2023;30,6;63;8,7;4;0;13550
14/10/2023;30,7;61;8,4;4;0;13550
15/10/2023;31;65;8,5;3;0;13550
16/10/2023;30,7;65;7,8;3;0;13550
17/10/2023;30,9;60;8,7;4;0;13550
18/10/2023;31,1;58;8,4;3;0;13550
19/10/2023;31;62;8,6;4;0;13550
20/10/2023;31,1;62;8,6;3;0;13550
21/10/2023;31;65;9;2;0;13550
22/10/2023;30,7;65;8,6;1;0;13550
23/10/2023;30,3;68;7,6;1;0;13550
24/10/2023;30,8;67;8;3;0;13550
25/10/2023;30,7;60;8;4;0;13550
26/10/2023;31,1;63;8,2;3;0;13550
27/10/2023;30,8;63;8,8;2;0;13550
28/10/2023;30,9;60;8,8;2;0;13550
29/10/2023;31,3;62;9,1;3;0;13550
30/10/2023;31,5;64;9;3;0;13550
31/10/2023;31,4;67;9;2;0;13550
01/11/2023;31,4;64;8,9;2;0;13550
02/11/2023;31,7;62;6;3;0;13550
03/11/2023;31;68;8,9;2;0;13550
04/11/2023;29;78;5,4;2;0;13551
05/11/2023;29,9;74;4,2;2;36,6;13552
06/11/2023;30,8;67;6,2;3;0,44;13550
07/11/2023;30,8;66;8,7;2;0;13550
08/11/2023;30,9;66;8,5;1;0;13550
09/11/2023;30,7;71;8,8;2;0;13550
10/11/2023;30,2;74;7;1;7,5;13550
11/11/2023;31,1;68;5,3;2;0,5;13550
12/11/2023;30,8;68;7,3;2;0;13550
13/11/2023;31,3;66;7,5;2;0;13550
14/11/2023;31,1;70;8,4;2;0;13550
15/11/2023;31,5;68;6,8;2;0;13650
16/11/2023;30,7;70;7,64;2;0;13650
17/11/2023;30,4;73;7;2;0,1;13650
18/11/2023;30,8;64;2,6;2;0;13650
19/11/2023;31,4;61;6,5;3;0;13650
20/11/2023;31,9;62;9,2;2;0;13650
21/11/2023;31,2;68;9,2;3;0;13650
22/11/2023;32,3;63;8,8;4;0;13600
23/11/2023;31,6;62;9;3;0;13600
24/11/2023;29,8;73;7;1;0;13600
25/11/2023;29;75;3,1;1;0;13600
26/11/2023;30,1;71;1,2;1;0;13600
27/11/2023;29,5;75;8;2;0,42;13600
28/11/2023;27,9;83;4,8;1;10,2;13600
29/11/2023;29,6;77;0;2;12;13550
30/11/2023;29,8;75;5,2;2;5,6;13550
01/12/2023;27,8;82;3;1;0,1;13550
02/12/2023;28,8;79;2,7;1;1;13550
03/12/2023;29,1;77;1,8;2;3;13550
04/12/2023;29,1;77;2,5;1;26,3;13550
05/12/2023;29,8;75;1,3;2;3,28;13550
06/12/2023;30;75;6,9;2;0;13550
07/12/2023;29,3;75;4,2;2;0;13550
08/12/2023;29;79;7,8;1;32,13;13600
09/12/2023;29,4;77;3,6;1;4,68;13600
10/12/2023;28,1;81;0,5;1;5,12;13600
11/12/2023;30;71;1,5;1;31;13600
12/12/2023;30,5;71;7,6;3;0;13600
13/12/2023;29,5;76;8,2;2;0;13550
14/12/2023;29,2;78;2;1;0;13600
15/12/2023;28,8;76;0,6;2;3,5;13600
16/12/2023;30,7;69;5;2;12,4;13600
17/12/2023;30;71;7,8;2;0;13600
18/12/2023;30,2;68;7,5;1;1;13600
19/12/2023;30,5;63;6,9;2;0;13600
20/12/2023;29,9;63;7,5;2;0;13600
21/12/2023;30,6;66;8,5;2;0;13600
22/12/2023;30,4;70;8,6;1;0;13600
23/12/2023;30,6;70;6;2;0;13600
24/12/2023;30,6;70;7,3;2;0,04;13600
25/12/2023;27,5;84;8,2;2;0;13600
26/12/2023;29,4;76;0,5;1;44,2;13600
27/12/2023;30,3;74;5;2;0;13550
28/12/2023;30,3;76;3,7;2;0;13550
29/12/2023;30,6;75;5;2;1,2;13600
30/12/2023;29,8;79;6,6;1;6,7;13600
31/12/2023;30,4;75;4,9;2;1,66;13600
01/01/2024;29,9;78;6;2;0,6;13600
02/01/2024;30,6;74;3,4;2;0;13600
03/01/2024;27,5;89;6,2;1;21,22;13600
04/01/2024;29,2;78;0,3;1;4,5;13600
05/01/2024;29,1;78;5,7;2;0;13600
06/01/2024;28,8;80;2,4;1;0;13600
07/01/2024;27,7;85;0,8;1;1,2;13600
08/01/2024;28,5;81;0,4;2;4,4;13600
09/01/2024;28,6;81;3,5;1;0;13600
10/01/2024;29,4;77;7;2;19,8;13600
11/01/2024;29,8;75;6,2;2;0;13600
12/01/2024;30,6;69;7;1;0;13600
13/01/2024;31,1;66;6,3;2;0,2;13600
14/01/2024;30,9;67;7;2;0;13600
15/01/2024;28,9;78;6,1;2;0;13600
16/01/2024;29,3;78;0;2;6,7;13600
17/01/2024;27,5;85;4,6;2;32,13;13600
18/01/2024;27,4;85;0;2;1,4;13600
19/01/2024;27,7;81;3,5;2;21,9;13600
20/01/2024;29,4;72;1;2;0,4;13600
21/01/2024;28,8;77;5;3;0;13600
22/01/2024;28,7;79;7,2;3;11,7;13600
23/01/2024;29,6;75;6,6;2;18,4;13600
24/01/2024;28,8;75;0,1;3;0;13600
25/01/2024;28,9;76;4,5;2;0;13600
26/01/2024;28,3;81;6,2;2;0;13600
27/01/2024;29,3;76;3,8;2;3;13600
28/01/2024;28,8;79;7;2;0;13600
29/01/2024;27,8;85;4,9;1;0;13600
30/01/2024;27,8;85;1,3;1;4,2;13600
31/01/2024;27,3;86;3,8;1;8,7;13750
01/02/2024;28,6;81;4,4;2;27;13750
02/02/2024;28,3;83;6,4;2;2;13750
03/02/2024;28,2;81;4,5;3;0,4;13750
04/02/2024;28,2;81;1;2;3,84;13750
05/02/2024;27,5;82;3,5;2;4,6;13750
06/02/2024;27,4;85;2,5;2;32,13;13750
07/02/2024;28;84;6,3;2;35,7;13750
08/02/2024;28,2;80;0;1;0;13750
09/02/2024;28,8;78;4;2;3;13750
10/02/2024;26,8;90;8;1;32,13;13750
11/02/2024;26,7;87;0;2;7,7;13750
12/02/2024;28,6;82;3,3;2;32,13;13750
13/02/2024;29,1;81;6;2;5;13750
14/02/2024;28,9;85;5,5;2;4,5;13750
15/02/2024;29,8;76;0;1;9,98;13800
16/02/2024;29,7;79;6,5;2;3,74;13800
17/02/2024;28,7;80;6,9;1;0,4;13800
18/02/2024;28,5;81;6,7;1;16,88;13800
19/02/2024;29,7;79;4;1;0;13800
20/02/2024;30,4;75;4,2;2;1,62;13800
21/02/2024;29,1;80;7,5;2;0;13800
22/02/2024;30,1;76;7;3;24,4;14050
23/02/2024;29,2;84;7,6;2;7,2;14050
24/02/2024;29,3;79;2;1;3,56;14050
25/02/2024;28,3;80;1,1;3;0;14050
26/02/2024;28,3;81;7,3;2;0,6;14050
27/02/2024;29,2;78;7,5;2;3,4;14050
28/02/2024;28,9;83;6;1;0;14100
29/02/2024;29,1;82;2;0;32,13;14150
01/03/2024;28,6;82;2,5;2;0;14150
02/03/2024;29,1;81;8,5;2;8;14150
03/03/2024;29,6;79;3,5;2;5,02;14150
04/03/2024;28,6;85;7,4;1;0;14150
05/03/2024;28,7;84;4,6;2;8,4;14150
06/03/2024;30,2;77;1,8;4;0;14400
07/03/2024;29,5;84;7,5;2;1,2;14400
08/03/2024;29,1;83;0,6;2;0,8;14400
09/03/2024;26,1;90;6,5;3;17,4;14400
10/03/2024;28,2;81;0,2;2;10,6;14400
11/03/2024;28,8;82;0,5;2;5,06;14400
12/03/2024;27;91;0,2;1;9,3;14400
13/03/2024;26,9;89;0;2;2;14300
14/03/2024;26,8;88;1;2;11,5;14300
15/03/2024;27,9;84;0,7;3;6,3;14300
16/03/2024;28,5;81;1,2;2;3,5;14300
17/03/2024;28,3;81;1,6;3;0,6;14300
18/03/2024;28,4;82;3,6;3;0,8;14300
19/03/2024;29,6;78;3;2;0;14300
20/03/2024;29,7;77;8,7;2;0;14300
21/03/2024;29,5;76;8,1;2;0,6;14350
22/03/2024;30,4;74;7,5;2;0;14350
23/03/2024;30,3;74;7,3;1;0;14350
24/03/2024;29,9;75;7,5;1;0;14350
25/03/2024;29,7;76;6,2;2;0;14350
26/03/2024;30,4;71;4,2;2;0;14350
27/03/2024;31;65;7,3;1;0;14300
28/03/2024;29,3;76;8,5;2;0;14300
29/03/2024;30,2;74;5,2;1;1,28;14300
30/03/2024;31,3;70;7,4;2;0,2;14300
31/03/2024;30,6;76;8,8;2;0;14300
01/04/2024;29;81;5,3;1;8,04;14300
02/04/2024;29,7;80;4,6;2;2,3;14250
03/04/2024;29,9;76;4,8;2;8,7;14250
04/04/2024;29,8;78;7,8;2;1,1;14250
05/04/2024;29,8;78;7,3;2;32,13;14250
06/04/2024;30,1;79;4,7;2;29,5;14250
07/04/2024;29;82;6,8;1;0,4;14250
08/04/2024;28,5;86;1,8;0;32,13;14250
09/04/2024;28,7;84;0;1;15,7;14350
10/04/2024;29,1;82;0,5;2;0,1;14300
11/04/2024;28,3;84;1,6;1;8,52;14300
12/04/2024;29,2;80;1,3;1;1,4;14300
13/04/2024;29,8;78;5,4;2;0;14300
14/04/2024;30,5;75;5,2;2;0;14300
15/04/2024;29,8;79;8,5;1;2,2;14300
16/04/2024;30,8;72;3,3;2;0;14350
17/04/2024;29,4;79;7,2;3;4,74;14450
18/04/2024;29,7;75;2,7;2;0;14450
19/04/2024;29,8;78;8,6;1;4,8;14450
20/04/2024;30,3;75;6;2;5,1;14450
21/04/2024;28,3;86;9,1;1;14,6;14450
22/04/2024;29,7;81;1,5;2;1,6;14450
23/04/2024;28,5;87;3,3;1;0;14450
24/04/2024;28,5;87;0,2;1;11,7;14350
25/04/2024;26,7;93;0;1;0,4;14450
26/04/2024;29,4;82;0;1;10;14450
27/04/2024;30,8;75;4,4;3;6,5;14450
28/04/2024;31,1;72;9,3;2;0;14450
29/04/2024;30,5;74;7;2;0;14450
30/04/2024;30,7;70;6,5;2;0;14400
01/05/2024;30,4;74;8,1;2;0;14400
02/05/2024;30,4;73;7,8;2;0,66;14400
03/05/2024;30,5;71;7,5;2;0;14400
04/05/2024;29,6;71;8,4;1;0;14400
05/05/2024;29,5;68;7,1;1;0;14400
06/05/2024;29,7;66;8,2;2;0;14400
07/05/2024;30,4;67;8,5;2;0;14400
08/05/2024;30,1;74;8,5;1;0;14300
09/05/2024;30,2;74;8,4;3;9;14300
10/05/2024;30,6;73;8,2;4;0;14300
11/05/2024;30,6;71;8,9;2;1;14300
12/05/2024;30,4;69;7,3;2;0,3;14300
13/05/2024;30,2;71;8,1;2;0;14300
14/05/2024;30,2;70;8,5;2;1,36;14300
15/05/2024;30;70;8,5;1;0;14300
16/05/2024;30,1;68;9;1;0;14300
17/05/2024;30,5;70;9,2;2;0;14300
18/05/2024;30,2;69;9,2;2;0;14300
19/05/2024;29,9;67;8,8;2;0;14300
20/05/2024;30,2;68;9;2;0;14300
21/05/2024;30,1;69;9,2;3;0;14300
22/05/2024;29,9;72;9,1;2;0;14350
23/05/2024;30,3;70;8,4;2;1,36;14350
24/05/2024;30,1;75;8,7;1;0;14350
25/05/2024;30,2;72;7,8;1;2;14350
26/05/2024;29,9;70;7;1;0;14350
27/05/2024;30,7;70;8,9;2;0;14350
28/05/2024;30,1;74;9,2;2;0;14350
29/05/2024;30,2;73;7,8;1;0;14300
30/05/2024;30,2;72;9,5;2;2,6;14350
31/05/2024;30,8;70;9,6;2;0;14350
01/06/2024;31;70;8,1;2;0;14350
02/06/2024;30,2;74;9,1;1;0;14350
03/06/2024;29,8;71;6,4;2;0;14350
04/06/2024;29,7;71;7,1;1;0;14350
05/06/2024;30;68;5,4;1;0;14300
06/06/2024;29,8;70;8,5;1;0;14300
07/06/2024;30,1;68;9,4;2;0;14350
08/06/2024;29,7;73;8,4;1;0;14350
09/06/2024;29;77;7;2;4,2;14350
10/06/2024;30,3;72;3,5;2;2,78;14350
11/06/2024;29,9;74;8,8;2;0;14350
12/06/2024;29,1;75;7,4;1;1;14350
13/06/2024;29,3;74;6,4;2;0,4;14350
14/06/2024;29,6;75;9,1;1;0,94;14350
15/06/2024;29,3;79;6,2;1;0,2;14350
16/06/2024;29,3;74;4,8;2;6,5;14350
17/06/2024;29,6;70;8;3;0,6;14350
18/06/2024;29,1;67;6,2;3;0;14350
19/06/2024;28,5;66;9,8;2;0;14350
20/06/2024;28,4;66;9,5;2;0;14350
21/06/2024;28,4;65;9,5;2;0;14350
22/06/2024;29;65;8;2;0;14350
23/06/2024;28,7;71;8,3;2;0;14350
24/06/2024;28,4;75;1,2;2;4,62;14400
25/06/2024;29,5;72;2;2;0;14400
26/06/2024;29,6;72;7,8;2;0;14400
27/06/2024;29,5;77;8,6;2;0;14400
28/06/2024;29,3;78;4,5;2;0;14400
29/06/2024;30;69;5,6;2;2,48;14400
30/06/2024;29,3;72;8,1;2;0;14400
01/07/2024;29,5;67;4,4;2;0;14400
02/07/2024;28,6;77;8,6;1;0;14400
03/07/2024;28,4;79;1,4;4;24,4;14400
04/07/2024;28,6;76;0;2;0,2;14400
05/07/2024;29,2;68;1;2;0;14400
06/07/2024;28,7;74;8,6;3;0;14400
07/07/2024;29,1;72;8,6;2;0;14400
08/07/2024;28,9;78,6;4,56;2;7,14;14400
09/07/2024;28,1;71;8;2;0;14400
10/07/2024;28,3;73;8;3;0;14400
11/07/2024;28,4;65;6,5;2;0;14450
12/07/2024;27,8;68;8;2;0;14450
13/07/2024;27,8;66;8;2;0;14450
14/07/2024;26,9;65;8;3;0;14450
15/07/2024;27,4;64;8;1;0;14450
16/07/2024;27,5;70;8;2;0;14450
17/07/2024;27,5;72;8;3;0;14350
18/07/2024;27,9;71;8;2;0;14350
19/07/2024;28,2;67;8;2;0;14350
20/07/2024;27,8;70;8;3;0;14350
21/07/2024;27,6;71;8;3;0;14350
22/07/2024;27,8;68;8;2;0;14350
23/07/2024;27,9;71;8;2;0;14350
24/07/2024;28,3;68;8;2;0;14300
25/07/2024;27,9;69;8;2;0;14350
26/07/2024;28,3;66;8;2;0;14350
27/07/2024;28,8;68;8;3;0;14350
28/07/2024;28,7;71;8;2;0;14350
29/07/2024;28,4;70;8;2;0;14350
30/07/2024;28,4;75;8;3;0;14350
31/07/2024;28,8;76;8;3;0;14350
01/08/2024;29,9;74;6,8;3;0;14400
02/08/2024;29,2;74;7,9;4;0;14400
03/08/2024;28,9;71;8;4;0;14400
04/08/2024;28,8;70;8;2;0;14400
05/08/2024;27,9;69;8;2;0;14400
06/08/2024;27,9;68;8;2;0;14400
07/08/2024;28,4;71;8;3;0;14400
08/08/2024;29,4;72;6,8;3;0;14400
09/08/2024;28,9;71;8;3;0;14400
10/08/2024;28,9;69;8;3;0;14400
11/08/2024;27,9;69;8;2;0;14400
12/08/2024;26,5;62;8;2;0;14400
13/08/2024;27,9;70;8;3;0;14400
14/08/2024;28;72;8;3;0;14400
15/08/2024;27,7;69;8;2;0;14400
16/08/2024;27,6;68;8;3;0;14400
17/08/2024;27,6;69;8;3;0;14400
18/08/2024;28,1;69;8;2;0;14400
19/08/2024;27,9;71;8;3;0;14400
20/08/2024;27,8;67;8;3;0;14400
21/08/2024;28,1;70;8;2;0;14500
22/08/2024;28,1;68;8;2;0;14500
23/08/2024;28,3;69;6,1;3;0;14500
24/08/2024;28,6;70;8;2;0;14500
25/08/2024;28,4;70;8;2;0;14500
26/08/2024;28,7;70;8;4;0;14500
27/08/2024;28,4;68;8;3;0;14500
28/08/2024;28,1;67;6,8;1;0;14450
29/08/2024;28,6;70;1,6;2;0;14450
30/08/2024;28,1;68;8;3;0;14500
31/08/2024;28,9;68;8;3;0;14500
01/09/2024;29,5;67;8;3;0;14500
02/09/2024;29,1;68;8;3;0;14500
03/09/2024;29,1;67;8;2;0;14500
04/09/2024;29,3;72;8;2;0;14500
05/09/2024;29,9;70;7,8;3;0;14500
06/09/2024;29,3;70;8;4;0;14550
07/09/2024;29;67;8;3;0;14550
08/09/2024;29,8;69;8;3;0;14550
09/09/2024;29,9;67;8;2;0;14550
10/09/2024;29,6;71;8;1;0;14550
11/09/2024;30,1;68;3,7;2;0;14500
12/09/2024;29,6;63;8;3;0;14550
13/09/2024;29,6;63;8;3;0;14550
14/09/2024;29,6;62;8;2;0;14550
15/09/2024;29,2;64;8;2;0;14550
16/09/2024;29,2;64;8;3;0;14550
17/09/2024;29,5;59;7,5;2;0;14550
18/09/2024;28,7;58;8;2;0;14550
19/09/2024;29,3;63;8;2;0;14550
20/09/2024;29,1;68;8;4;0;14550
21/09/2024;30,4;65;8;3;0;14550
22/09/2024;30,6;71;8;2;0;14550
23/09/2024;30,2;76;6,1;2;0;14550
24/09/2024;30,4;70;3,5;3;0;14550
25/09/2024;30,3;70;6,4;2;0;14500
26/09/2024;30,1;74;5,4;1;1;14550
27/09/2024;30,9;67;5,2;2;2;14550
28/09/2024;31,2;65;7;3;0;14550
29/09/2024;31,4;61;8;4;0;14550
30/09/2024;31;66;8;3;0;14550
01/10/2024;30,8;65;8;2;0;14550
02/10/2024;30,5;65;8;3;0;14500
03/10/2024;30,5;64;7,5;3;0;14500
04/10/2024;30,6;64;4,8;3;0;14500
05/10/2024;31,1;63;8;3;0;14500
06/10/2024;30,8;65;8;3;0;14500
07/10/2024;30,3;67;8;2;0;14500
08/10/2024;30,6;64;8;2;0;14500
09/10/2024;30,8;65;8;4;0;14450
10/10/2024;31,1;64;8;4;0;14500
11/10/2024;31,4;60;8;3;0;14500
12/10/2024;31,3;65;8;4;0;14500
13/10/2024;31,7;65;8;2;0;14500
14/10/2024;30,8;65;8;2;0;14500
15/10/2024;31;64;7,5;2;0;14500
16/10/2024;30,6;58;3,6;3;0;14500
17/10/2024;30,4;59;8;2;0;14500
18/10/2024;30,3;63;8;2;0;14500
19/10/2024;30,3;69;5,2;2;0;14500
20/10/2024;28;76;6,1;1;4;14500
21/10/2024;27,8;80;2,9;1;3,4;14500
22/10/2024;29,7;72;4;1;2;14500
23/10/2024;30,4;68;6,4;2;0;14450
24/10/2024;30,2;69;7,2;1;0;14500
25/10/2024;30,6;69;7,4;1;0;14500
26/10/2024;31,2;67;8;2;0;14500
27/10/2024;31,7;62;8;2;0;14500
28/10/2024;31,2;65;8;2;0;14500
29/10/2024;31,3;65;8;2;0;14500
30/10/2024;31,4;64;8;3;0;14450
31/10/2024;31,2;68;8;2;0;14500
01/11/2024;27,7;83;7,9;1;38,5;14500
02/11/2024;29,8;72;1,2;2;0,84;14500
03/11/2024;28;81;5,2;1;0;14500
04/11/2024;28,7;78;4,3;1;11,5;14500
05/11/2024;30,5;69;5,4;3;0;14500
06/11/2024;31,4;65;8;2;0;14450
07/11/2024;31;72;8;2;0;14500
08/11/2024;30,1;73;8;2;0;14500
09/11/2024;31,2;71;3,7;2;0;14500
10/11/2024;29,1;79;7,9;1;22,6;14500
11/11/2024;30,3;73;4,7;1;0;14500
12/11/2024;28,6;78;4,7;1;1;14500
13/11/2024;31,3;70;5;1;0;14450
14/11/2024;31,4;64;8;3;0;14450
15/11/2024;31,3;70;7,5;2;0;14500
16/11/2024;30,7;70;7,2;2;0;14500
17/11/2024;30,3;73;6,2;1;0;14500
18/11/2024;30,5;74;7,7;1;0;14500
19/11/2024;29,4;79;3,5;2;5,02;14500
20/11/2024;29,7;77;7,2;2;7,2;14450
21/11/2024;30,3;74;5,8;2;0;14500
22/11/2024;30,4;74;7,8;2;3,2;14500
23/11/2024;29,5;78;3,6;1;0;14500
24/11/2024;29,3;79;3,2;1;4;14500
25/11/2024;30,1;75;1,1;1;0;14500
26/11/2024;30;78;4,3;1;0;14500
27/11/2024;29,5;81;1;1;18,6;14500
28/11/2024;29,4;76;1,9;2;14,9;14500
29/11/2024;28,9;78;3,2;2;0;14500
30/11/2024;28,3;83;2,9;1;32,13;14500
01/12/2024;28,5;81;5,9;1;26,6;14500
02/12/2024;27,3;88;0,1;1;0;14500
03/12/2024;29,8;73;1,2;2;2,8;14500
04/12/2024;29,3;78;8;2;0;14450
05/12/2024;29,7;78;3,4;2;0,32;14550
06/12/2024;26,7;88;2,2;1;26,92;14550
07/12/2024;28,6;80;0;1;5;14550
08/12/2024;28,8;82;5,7;2;3,5;14550
09/12/2024;28,8;81;5,6;2;15,1;14550
10/12/2024;28,2;84;0,1;2;6,4;14550
11/12/2024;28,6;82;5;1;32,13;14450
12/12/2024;26,1;93;1;1;6,4;14450
13/12/2024;28,5;80;1,5;2;16,2;14500
14/12/2024;27,1;87;5,4;1;9;14500
15/12/2024;28,6;82;0,5;2;3;14500
16/12/2024;27,2;89;0;1;10,5;14500
17/12/2024;28,2;84;0;2;2,2;14500
18/12/2024;28,9;79;2,1;1;4,9;14450
19/12/2024;29,9;73;3,8;3;0;14500
20/12/2024;30,3;75;8;3;0;14500
21/12/2024;29,6;74;3,8;1;0;14500
22/12/2024;28,5;79;5,7;1;0;14500
23/12/2024;28,2;82;0,5;3;2;14500
24/12/2024;28,4;82;6,5;2;39;14500
25/12/2024;27,6;85;5;1;12,4;14550
26/12/2024;28,8;76;0,6;2;18,6;14550
27/12/2024;29,6;71;2,8;2;0;14550
28/12/2024;28,5;79;4,8;2;0;14550
29/12/2024;27,9;83;1,3;1;12,3;14550
30/12/2024;28,5;76;0,6;3;0;14550
31/12/2024;28;82;4,8;2;0,4;14550
